ID,Regions,Periods,MainRoad_4,ParkAndPublicGarden_20
3974,GM0807,2010JJ00,,
3975,GM0807,2012JJ00,,
3976,GM0807,2015JJ00,,
3977,GM0807,2017JJ00,,
3978,GM0694,1996JJ00,109,10
3979,GM0694,2000JJ00,111,12
3980,GM0694,2003JJ00,115,16
3981,GM0694,2006JJ00,112,18
3982,GM0694,2008JJ00,106,18
3983,GM0694,2010JJ00,99,17
3984,GM0694,2012JJ00,98,17
3985,GM0694,2015JJ00,,
3986,GM0694,2017JJ00,,
3987,GM0418,1996JJ00,13,3
3988,GM0418,2000JJ00,13,3
3989,GM0418,2003JJ00,,
3990,GM0418,2006JJ00,,
3991,GM0418,2008JJ00,,
3992,GM0418,2010JJ00,,
3993,GM0418,2012JJ00,,
3994,GM0418,2015JJ00,,
3995,GM0418,2017JJ00,,
3996,GM0733,1996JJ00,228,11
3997,GM0733,2000JJ00,227,11
3998,GM0733,2003JJ00,222,6
3999,GM0733,2006JJ00,243,6
4000,GM0733,2008JJ00,231,6
4001,GM0733,2010JJ00,228,6
4002,GM0733,2012JJ00,224,6
4003,GM0733,2015JJ00,229,7
4004,GM0733,2017JJ00,219,6
4005,GM1705,1996JJ00,,
4006,GM1705,2000JJ00,,
4007,GM1705,2003JJ00,215,58
4008,GM1705,2006JJ00,244,62
4009,GM1705,2008JJ00,247,62
4010,GM1705,2010JJ00,237,63
4011,GM1705,2012JJ00,232,62
4012,GM1705,2015JJ00,216,64
4013,GM1705,2017JJ00,216,65
4014,GM0553,1996JJ00,47,18
4015,GM0553,2000JJ00,46,21
4016,GM0553,2003JJ00,45,27
4017,GM0553,2006JJ00,46,24
4018,GM0553,2008JJ00,47,26
4019,GM0553,2010JJ00,47,29
4020,GM0553,2012JJ00,48,28
4021,GM0553,2015JJ00,45,27
4022,GM0553,2017JJ00,44,26
4023,GM0808,1996JJ00,172,0
4024,GM0808,2000JJ00,168,0
4025,GM0808,2003JJ00,167,8
4026,GM0808,2006JJ00,167,8
4027,GM0808,2008JJ00,170,7
4028,GM0808,2010JJ00,161,7
4029,GM0808,2012JJ00,,
4030,GM0808,2015JJ00,,
4031,GM0808,2017JJ00,,
4032,GM0140,1996JJ00,237,4
4033,GM0140,2000JJ00,251,4
4034,GM0140,2003JJ00,254,4
4035,GM0140,2006JJ00,250,4
4036,GM0140,2008JJ00,250,3
4037,GM0140,2010JJ00,259,1
4038,GM0140,2012JJ00,236,1
4039,GM0140,2015JJ00,236,1
4040,GM0140,2017JJ00,238,1
4041,GM0262,1996JJ00,299,9
4042,GM0262,2000JJ00,302,10
4043,GM0262,2003JJ00,299,12
4044,GM0262,2006JJ00,483,23
4045,GM0262,2008JJ00,482,22
4046,GM0262,2010JJ00,485,24
4047,GM0262,2012JJ00,482,24
4048,GM0262,2015JJ00,485,24
4049,GM0262,2017JJ00,483,26
4050,GM0329,1996JJ00,91,0
4051,GM0329,2000JJ00,92,0
4052,GM0329,2003JJ00,91,1
4053,GM0329,2006JJ00,96,8
4054,GM0329,2008JJ00,98,8
4055,GM0329,2010JJ00,94,6
4056,GM0329,2012JJ00,,
4057,GM0329,2015JJ00,,
4058,GM0329,2017JJ00,,
4059,GM0809,1996JJ00,119,12
4060,GM0809,2000JJ00,113,12
4061,GM0809,2003JJ00,119,13
4062,GM0809,2006JJ00,118,13
4063,GM0809,2008JJ00,122,13
4064,GM0809,2010JJ00,122,11
4065,GM0809,2012JJ00,121,11
4066,GM0809,2015JJ00,132,10
4067,GM0809,2017JJ00,135,9
4068,GM0330,1996JJ00,24,1
4069,GM0330,2000JJ00,23,1
4070,GM0330,2003JJ00,,
4071,GM0330,2006JJ00,,
4072,GM0330,2008JJ00,,
4073,GM0330,2010JJ00,,
4074,GM0330,2012JJ00,,
4075,GM0330,2015JJ00,,
4076,GM0330,2017JJ00,,
4077,GM0331,1996JJ00,135,10
4078,GM0331,2000JJ00,135,7
4079,GM0331,2003JJ00,145,6
4080,GM0331,2006JJ00,149,6
4081,GM0331,2008JJ00,153,6
4082,GM0331,2010JJ00,142,6
4083,GM0331,2012JJ00,138,6
4084,GM0331,2015JJ00,129,6
4085,GM0331,2017JJ00,128,9
4086,GM0024,1996JJ00,233,2
4087,GM0024,2000JJ00,231,2
4088,GM0024,2003JJ00,230,2
4089,GM0024,2006JJ00,232,13
4090,GM0024,2008JJ00,236,17
4091,GM0024,2010JJ00,238,16
4092,GM0024,2012JJ00,239,16
4093,GM0024,2015JJ00,238,16
4094,GM0024,2017JJ00,238,14
4095,GM0168,1996JJ00,243,26
4096,GM0168,2000JJ00,236,26
4097,GM0168,2003JJ00,244,28
4098,GM0168,2006JJ00,224,28
4099,GM0168,2008JJ00,226,38
4100,GM0168,2010JJ00,232,36
4101,GM0168,2012JJ00,231,36
4102,GM0168,2015JJ00,231,36
4103,GM0168,2017JJ00,234,36
4104,GM0810,1996JJ00,28,0
4105,GM0810,2000JJ00,,
4106,GM0810,2003JJ00,,
4107,GM0810,2006JJ00,,
4108,GM0810,2008JJ00,,
4109,GM0810,2010JJ00,,
4110,GM0810,2012JJ00,,
4111,GM0810,2015JJ00,,
4112,GM0810,2017JJ00,,
4113,GM0811,1996JJ00,121,8
4114,GM0811,2000JJ00,,
4115,GM0811,2003JJ00,,
4116,GM0811,2006JJ00,,
4117,GM0811,2008JJ00,,
4118,GM0811,2010JJ00,,
4119,GM0811,2012JJ00,,
4120,GM0811,2015JJ00,,
4121,GM0811,2017JJ00,,
4122,GM0332,1996JJ00,78,2
4123,GM0332,2000JJ00,79,2
4124,GM0332,2003JJ00,79,3
4125,GM0332,2006JJ00,,
4126,GM0332,2008JJ00,,
4127,GM0332,2010JJ00,,
4128,GM0332,2012JJ00,,
4129,GM0332,2015JJ00,,
4130,GM0332,2017JJ00,,
4131,GM0333,1996JJ00,146,74
4132,GM0333,2000JJ00,140,73
4133,GM0333,2003JJ00,136,87
4134,GM0333,2006JJ00,140,92
4135,GM0333,2008JJ00,148,93
4136,GM0333,2010JJ00,155,93
4137,GM0333,2012JJ00,,
4138,GM0333,2015JJ00,,
4139,GM0333,2017JJ00,,
4140,GM0334,1996JJ00,83,5
4141,GM0334,2000JJ00,83,8
4142,GM0334,2003JJ00,,
4143,GM0334,2006JJ00,,
4144,GM0334,2008JJ00,,
4145,GM0334,2010JJ00,,
4146,GM0334,2012JJ00,,
4147,GM0334,2015JJ00,,
4148,GM0334,2017JJ00,,
4149,GM0933,1996JJ00,107,8
4150,GM0933,2000JJ00,94,8
4151,GM0933,2003JJ00,97,7
4152,GM0933,2006JJ00,94,6
4153,GM0933,2008JJ00,,
4154,GM0933,2010JJ00,,
4155,GM0933,2012JJ00,,
4156,GM0933,2015JJ00,,
4157,GM0933,2017JJ00,,
4158,GM0934,1996JJ00,172,4
4159,GM0934,2000JJ00,174,4
4160,GM0934,2003JJ00,176,5
4161,GM0934,2006JJ00,175,5
4162,GM0934,2008JJ00,177,5
4163,GM0934,2010JJ00,,
4164,GM0934,2012JJ00,,
4165,GM0934,2015JJ00,,
4166,GM0934,2017JJ00,,
4167,GM1671,1996JJ00,105,2
4168,GM1671,2000JJ00,106,2
4169,GM1671,2003JJ00,108,0
4170,GM1671,2006JJ00,127,0
4171,GM1671,2008JJ00,136,0
4172,GM1671,2010JJ00,135,0
4173,GM1671,2012JJ00,132,0
4174,GM1671,2015JJ00,,
4175,GM1671,2017JJ00,,
4176,GM0263,1996JJ00,118,4
4177,GM0263,2000JJ00,310,18
4178,GM0263,2003JJ00,316,18
4179,GM0263,2006JJ00,317,20
4180,GM0263,2008JJ00,320,19
4181,GM0263,2010JJ00,318,19
4182,GM0263,2012JJ00,296,16
4183,GM0263,2015JJ00,291,16
4184,GM0263,2017JJ00,284,16
4185,GM1641,1996JJ00,,
4186,GM1641,2000JJ00,,
4187,GM1641,2003JJ00,,
4188,GM1641,2006JJ00,,
4189,GM1641,2008JJ00,205,29
4190,GM1641,2010JJ00,206,29
4191,GM1641,2012JJ00,207,29
4192,GM1641,2015JJ00,200,29
4193,GM1641,2017JJ00,196,28
4194,GM0555,1996JJ00,88,3
4195,GM0555,2000JJ00,96,3
4196,GM0555,2003JJ00,95,3
4197,GM0555,2006JJ00,,
4198,GM0555,2008JJ00,,
4199,GM0555,2010JJ00,,
4200,GM0555,2012JJ00,,
4201,GM0555,2015JJ00,,
4202,GM0555,2017JJ00,,
4203,GM0556,1996JJ00,29,47
4204,GM0556,2000JJ00,30,52
4205,GM0556,2003JJ00,30,40
4206,GM0556,2006JJ00,32,39
4207,GM0556,2008JJ00,32,38
4208,GM0556,2010JJ00,32,41
4209,GM0556,2012JJ00,30,47
4210,GM0556,2015JJ00,30,47
4211,GM0556,2017JJ00,33,46
4212,GM0935,1996JJ00,270,179
4213,GM0935,2000JJ00,275,181
4214,GM0935,2003JJ00,271,182
4215,GM0935,2006JJ00,275,188
4216,GM0935,2008JJ00,287,191
4217,GM0935,2010JJ00,288,194
4218,GM0935,2012JJ00,250,235
4219,GM0935,2015JJ00,252,234
4220,GM0935,2017JJ00,268,249
4221,GM1665,1996JJ00,,
4222,GM1665,2000JJ00,,
4223,GM1665,2003JJ00,,
4224,GM1665,2006JJ00,,
4225,GM1665,2008JJ00,,
4226,GM1665,2010JJ00,,
4227,GM1665,2012JJ00,,
4228,GM1665,2015JJ00,,
4229,GM1665,2017JJ00,,
4230,GM0812,1996JJ00,79,10
4231,GM0812,2000JJ00,,
4232,GM0812,2003JJ00,,
4233,GM0812,2006JJ00,,
4234,GM0812,2008JJ00,,
4235,GM0812,2010JJ00,,
4236,GM0812,2012JJ00,,
4237,GM0812,2015JJ00,,
4238,GM0812,2017JJ00,,
4239,GM0936,1996JJ00,141,0
4240,GM0936,2000JJ00,145,0
4241,GM0936,2003JJ00,148,0
4242,GM0936,2006JJ00,149,0
4243,GM0936,2008JJ00,149,0
4244,GM0936,2010JJ00,150,0
4245,GM0936,2012JJ00,,
4246,GM0936,2015JJ00,,
4247,GM0936,2017JJ00,,
4248,GM0686,1996JJ00,107,1
4249,GM0686,2000JJ00,,
4250,GM0686,2003JJ00,,
4251,GM0686,2006JJ00,,
4252,GM0686,2008JJ00,,
4253,GM0686,2010JJ00,,
4254,GM0686,2012JJ00,,
4255,GM0686,2015JJ00,,
4256,GM0686,2017JJ00,,
4257,GM0169,1996JJ00,279,0
4258,GM0169,2000JJ00,280,0
4259,GM0169,2003JJ00,,
4260,GM0169,2006JJ00,,
4261,GM0169,2008JJ00,,
4262,GM0169,2010JJ00,,
4263,GM0169,2012JJ00,,
4264,GM0169,2015JJ00,,
4265,GM0169,2017JJ00,,
4266,GM1663,1996JJ00,319,34
4267,GM1663,2000JJ00,319,34
4268,GM1663,2003JJ00,329,36
4269,GM1663,2006JJ00,344,36
4270,GM1663,2008JJ00,320,35
4271,GM1663,2010JJ00,316,29
4272,GM1663,2012JJ00,295,32
4273,GM1663,2015JJ00,291,34
4274,GM1663,2017JJ00,283,35
4275,GM0025,1996JJ00,220,0
4276,GM0025,2000JJ00,216,0
4277,GM0025,2003JJ00,215,5
4278,GM0025,2006JJ00,215,6
4279,GM0025,2008JJ00,212,6
4280,GM0025,2010JJ00,220,6
4281,GM0025,2012JJ00,219,6
4282,GM0025,2015JJ00,219,6
4283,GM0025,2017JJ00,219,6
4284,GM0264,1996JJ00,104,0
4285,GM0264,2000JJ00,,
4286,GM0264,2003JJ00,,
4287,GM0264,2006JJ00,,
4288,GM0264,2008JJ00,,
4289,GM0264,2010JJ00,,
4290,GM0264,2012JJ00,,
4291,GM0264,2015JJ00,,
4292,GM0264,2017JJ00,,
4293,GM0420,1996JJ00,25,5
4294,GM0420,2000JJ00,26,8
4295,GM0420,2003JJ00,28,13
4296,GM0420,2006JJ00,30,13
4297,GM0420,2008JJ00,251,41
4298,GM0420,2010JJ00,253,41
4299,GM0420,2012JJ00,390,68
4300,GM0420,2015JJ00,381,76
4301,GM0420,2017JJ00,379,75
4302,GM0993,1996JJ00,80,0
4303,GM0993,2000JJ00,82,0
4304,GM0993,2003JJ00,81,0
4305,GM0993,2006JJ00,82,0
4306,GM0993,2008JJ00,83,0
4307,GM0993,2010JJ00,,
4308,GM0993,2012JJ00,,
4309,GM0993,2015JJ00,,
4310,GM0993,2017JJ00,,
4311,GM0938,1996JJ00,124,13
4312,GM0938,2000JJ00,124,13
4313,GM0938,2003JJ00,126,10
4314,GM0938,2006JJ00,127,11
4315,GM0938,2008JJ00,130,10
4316,GM0938,2010JJ00,123,9
4317,GM0938,2012JJ00,120,13
4318,GM0938,2015JJ00,118,13
4319,GM0938,2017JJ00,118,13
4320,GM1948,1996JJ00,,
4321,GM1948,2000JJ00,,
4322,GM1948,2003JJ00,,
4323,GM1948,2006JJ00,,
4324,GM1948,2008JJ00,,
4325,GM1948,2010JJ00,,
4326,GM1948,2012JJ00,,
4327,GM1948,2015JJ00,,
4328,GM1948,2017JJ00,641,145
4329,GM0941,1996JJ00,65,6
4330,GM0941,2000JJ00,65,6
4331,GM0941,2003JJ00,69,6
4332,GM0941,2006JJ00,69,6
4333,GM0941,2008JJ00,71,6
4334,GM0941,2010JJ00,,
4335,GM0941,2012JJ00,,
4336,GM0941,2015JJ00,,
4337,GM0941,2017JJ00,,
4338,GM0083,1996JJ00,248,7
4339,GM0083,2000JJ00,254,8
4340,GM0083,2003JJ00,250,17
4341,GM0083,2006JJ00,251,20
4342,GM0083,2008JJ00,248,20
4343,GM0083,2010JJ00,269,24
4344,GM0083,2012JJ00,,
4345,GM0083,2015JJ00,,
4346,GM0083,2017JJ00,,
4347,GM1908,1996JJ00,,
4348,GM1908,2000JJ00,,
4349,GM1908,2003JJ00,,
4350,GM1908,2006JJ00,,
4351,GM1908,2008JJ00,,
4352,GM1908,2010JJ00,,
4353,GM1908,2012JJ00,262,25
4354,GM1908,2015JJ00,251,23
4355,GM1908,2017JJ00,236,22
4356,GM1987,1996JJ00,221,33
4357,GM1987,2000JJ00,222,43
4358,GM1987,2003JJ00,235,44
4359,GM1987,2006JJ00,236,38
4360,GM1987,2008JJ00,237,38
4361,GM1987,2010JJ00,241,37
4362,GM1987,2012JJ00,237,37
4363,GM1987,2015JJ00,237,37
4364,GM1987,2017JJ00,264,84
4365,GM0119,1996JJ00,91,58
4366,GM0119,2000JJ00,254,58
4367,GM0119,2003JJ00,250,77
4368,GM0119,2006JJ00,248,67
4369,GM0119,2008JJ00,249,67
4370,GM0119,2010JJ00,256,72
4371,GM0119,2012JJ00,257,75
4372,GM0119,2015JJ00,254,91
4373,GM0119,2017JJ00,250,85
4374,GM0687,1996JJ00,154,94
4375,GM0687,2000JJ00,221,104
4376,GM0687,2003JJ00,231,109
4377,GM0687,2006JJ00,224,113
4378,GM0687,2008JJ00,223,105
4379,GM0687,2010JJ00,212,101
4380,GM0687,2012JJ00,247,99
4381,GM0687,2015JJ00,253,105
4382,GM0687,2017JJ00,250,105
4383,GM0559,1996JJ00,219,16
4384,GM0559,2000JJ00,221,17
4385,GM0559,2003JJ00,225,31
4386,GM0559,2006JJ00,226,31
4387,GM0559,2008JJ00,229,29
4388,GM0559,2010JJ00,220,33
4389,GM0559,2012JJ00,211,32
4390,GM0559,2015JJ00,,
4391,GM0559,2017JJ00,,
4392,GM1842,1996JJ00,,
4393,GM1842,2000JJ00,,
4394,GM1842,2003JJ00,,
4395,GM1842,2006JJ00,177,15
4396,GM1842,2008JJ00,181,15
4397,GM1842,2010JJ00,180,15
4398,GM1842,2012JJ00,181,19
4399,GM1842,2015JJ00,177,20
4400,GM1842,2017JJ00,204,20
4401,GM1731,1996JJ00,,
4402,GM1731,2000JJ00,809,28
4403,GM1731,2003JJ00,828,35
4404,GM1731,2006JJ00,820,37
4405,GM1731,2008JJ00,812,44
4406,GM1731,2010JJ00,824,41
4407,GM1731,2012JJ00,824,40
4408,GM1731,2015JJ00,832,44
4409,GM1731,2017JJ00,832,47
4410,GM0688,1996JJ00,178,0
4411,GM0688,2000JJ00,,
4412,GM0688,2003JJ00,,
4413,GM0688,2006JJ00,,
4414,GM0688,2008JJ00,,
4415,GM0688,2010JJ00,,
4416,GM0688,2012JJ00,,
4417,GM0688,2015JJ00,,
4418,GM0688,2017JJ00,,
4419,GM1697,1996JJ00,,
4420,GM1697,2000JJ00,,
4421,GM1697,2003JJ00,,
4422,GM1697,2006JJ00,,
4423,GM1697,2008JJ00,,
4424,GM1697,2010JJ00,,
4425,GM1697,2012JJ00,,
4426,GM1697,2015JJ00,,
4427,GM1697,2017JJ00,,
4428,GM0814,1996JJ00,54,4
4429,GM0814,2000JJ00,56,4
4430,GM0814,2003JJ00,57,4
4431,GM0814,2006JJ00,,
4432,GM0814,2008JJ00,,
4433,GM0814,2010JJ00,,
4434,GM0814,2012JJ00,,
4435,GM0814,2015JJ00,,
4436,GM0814,2017JJ00,,
4437,GM0815,1996JJ00,125,3
4438,GM0815,2000JJ00,123,3
4439,GM0815,2003JJ00,125,3
4440,GM0815,2006JJ00,130,3
4441,GM0815,2008JJ00,130,3
4442,GM0815,2010JJ00,128,3
4443,GM0815,2012JJ00,128,3
4444,GM0815,2015JJ00,130,3
4445,GM0815,2017JJ00,128,3
4446,GM0265,1996JJ00,15,0
4447,GM0265,2000JJ00,15,1
4448,GM0265,2003JJ00,16,4
4449,GM0265,2006JJ00,17,7
4450,GM0265,2008JJ00,17,8
4451,GM0265,2010JJ00,16,8
4452,GM0265,2012JJ00,16,8
4453,GM0265,2015JJ00,,
4454,GM0265,2017JJ00,,
4455,GM1709,1996JJ00,,
4456,GM1709,2000JJ00,754,139
4457,GM1709,2003JJ00,818,155
4458,GM1709,2006JJ00,836,149
4459,GM1709,2008JJ00,831,151
4460,GM1709,2010JJ00,828,153
4461,GM1709,2012JJ00,800,162
4462,GM1709,2015JJ00,796,164
4463,GM1709,2017JJ00,783,166
4464,GM0816,1996JJ00,67,0
4465,GM0816,2000JJ00,,
4466,GM0816,2003JJ00,,
4467,GM0816,2006JJ00,,
4468,GM0816,2008JJ00,,
4469,GM0816,2010JJ00,,
4470,GM0816,2012JJ00,,
4471,GM0816,2015JJ00,,
4472,GM0816,2017JJ00,,
4473,GM1927,1996JJ00,,
4474,GM1927,2000JJ00,,
4475,GM1927,2003JJ00,,
4476,GM1927,2006JJ00,,
4477,GM1927,2008JJ00,,
4478,GM1927,2010JJ00,,
4479,GM1927,2012JJ00,,
4480,GM1927,2015JJ00,273,18
4481,GM1927,2017JJ00,268,16
4482,GM0562,1996JJ00,54,0
4483,GM0562,2000JJ00,55,0
4484,GM0562,2003JJ00,51,0
4485,GM0562,2006JJ00,,
4486,GM0562,2008JJ00,,
4487,GM0562,2010JJ00,,
4488,GM0562,2012JJ00,,
4489,GM0562,2015JJ00,,
4490,GM0562,2017JJ00,,
4491,GM1955,1996JJ00,,
4492,GM1955,2000JJ00,,
4493,GM1955,2003JJ00,,
4494,GM1955,2006JJ00,287,18
4495,GM1955,2008JJ00,299,17
4496,GM1955,2010JJ00,301,17
4497,GM1955,2012JJ00,298,18
4498,GM1955,2015JJ00,290,19
4499,GM1955,2017JJ00,290,19
4500,GM0335,1996JJ00,64,9
4501,GM0335,2000JJ00,66,9
4502,GM0335,2003JJ00,66,16
4503,GM0335,2006JJ00,66,15
4504,GM0335,2008JJ00,67,15
4505,GM0335,2010JJ00,66,15
4506,GM0335,2012JJ00,65,16
4507,GM0335,2015JJ00,62,12
4508,GM0335,2017JJ00,61,13
4509,GM0944,1996JJ00,52,0
4510,GM0944,2000JJ00,53,0
4511,GM0944,2003JJ00,49,4
4512,GM0944,2006JJ00,50,3
4513,GM0944,2008JJ00,51,4
4514,GM0944,2010JJ00,47,4
4515,GM0944,2012JJ00,48,3
4516,GM0944,2015JJ00,47,3
4517,GM0944,2017JJ00,46,3
4518,GM0563,1996JJ00,60,3
4519,GM0563,2000JJ00,59,3
4520,GM0563,2003JJ00,59,4
4521,GM0563,2006JJ00,58,4
4522,GM0563,2008JJ00,60,3
4523,GM0563,2010JJ00,,
4524,GM0563,2012JJ00,,
4525,GM0563,2015JJ00,,
4526,GM0563,2017JJ00,,
4527,GM0424,1996JJ00,116,11
4528,GM0424,2000JJ00,114,11
4529,GM0424,2003JJ00,120,10
4530,GM0424,2006JJ00,117,10
4531,GM0424,2008JJ00,119,12
4532,GM0424,2010JJ00,119,12
4533,GM0424,2012JJ00,120,15
4534,GM0424,2015JJ00,111,15
4535,GM0424,2017JJ00,,
4536,GM0565,1996JJ00,132,5
4537,GM0565,2000JJ00,146,5
4538,GM0565,2003JJ00,143,4
4539,GM0565,2006JJ00,,
4540,GM0565,2008JJ00,,
4541,GM0565,2010JJ00,,
4542,GM0565,2012JJ00,,
4543,GM0565,2015JJ00,,
4544,GM0565,2017JJ00,,
4545,GM0425,1996JJ00,118,57
4546,GM0425,2000JJ00,114,59
4547,GM0425,2003JJ00,112,56
4548,GM0425,2006JJ00,118,54
4549,GM0425,2008JJ00,122,53
4550,GM0425,2010JJ00,121,60
4551,GM0425,2012JJ00,119,59
4552,GM0425,2015JJ00,118,59
4553,GM0425,2017JJ00,,
4554,GM1740,1996JJ00,,
4555,GM1740,2000JJ00,,
4556,GM1740,2003JJ00,,
4557,GM1740,2006JJ00,342,12
4558,GM1740,2008JJ00,350,10
4559,GM1740,2010JJ00,339,14
4560,GM1740,2012JJ00,335,14
4561,GM1740,2015JJ00,324,14
4562,GM1740,2017JJ00,321,19
4563,GM0426,1996JJ00,29,0
4564,GM0426,2000JJ00,29,0
4565,GM0426,2003JJ00,,
4566,GM0426,2006JJ00,,
4567,GM0426,2008JJ00,,
4568,GM0426,2010JJ00,,
4569,GM0426,2012JJ00,,
4570,GM0426,2015JJ00,,
4571,GM0426,2017JJ00,,
4572,GM0643,1996JJ00,78,18
4573,GM0643,2000JJ00,71,18
4574,GM0643,2003JJ00,65,28
4575,GM0643,2006JJ00,70,27
4576,GM0643,2008JJ00,66,27
4577,GM0643,2010JJ00,70,22
4578,GM0643,2012JJ00,87,22
4579,GM0643,2015JJ00,,
4580,GM0643,2017JJ00,,
4581,GM0946,1996JJ00,257,2
4582,GM0946,2000JJ00,256,2
4583,GM0946,2003JJ00,261,0
4584,GM0946,2006JJ00,262,1
4585,GM0946,2008JJ00,263,1
4586,GM0946,2010JJ00,270,0
4587,GM0946,2012JJ00,265,0
4588,GM0946,2015JJ00,265,0
4589,GM0946,2017JJ00,260,0
4590,GM0266,1996JJ00,106,16
4591,GM0266,2000JJ00,107,17
4592,GM0266,2003JJ00,107,14
4593,GM0266,2006JJ00,,
4594,GM0266,2008JJ00,,
4595,GM0266,2010JJ00,,
4596,GM0266,2012JJ00,,
4597,GM0266,2015JJ00,,
4598,GM0266,2017JJ00,,
4599,GM0304,1996JJ00,227,10
4600,GM0304,2000JJ00,227,10
4601,GM0304,2003JJ00,230,11
4602,GM0304,2006JJ00,232,7
4603,GM0304,2008JJ00,235,8
4604,GM0304,2010JJ00,225,0
4605,GM0304,2012JJ00,221,0
4606,GM0304,2015JJ00,217,0
4607,GM0304,2017JJ00,210,13
4608,GM0412,1996JJ00,192,11
4609,GM0412,2000JJ00,188,6
4610,GM0412,2003JJ00,186,19
4611,GM0412,2006JJ00,190,19
4612,GM0412,2008JJ00,194,20
4613,GM0412,2010JJ00,192,22
4614,GM0412,2012JJ00,,
4615,GM0412,2015JJ00,,
4616,GM0412,2017JJ00,,
4617,GM0356,1996JJ00,189,183
4618,GM0356,2000JJ00,191,188
4619,GM0356,2003JJ00,185,220
4620,GM0356,2006JJ00,202,244
4621,GM0356,2008JJ00,211,254
4622,GM0356,2010JJ00,216,258
4623,GM0356,2012JJ00,211,255
4624,GM0356,2015JJ00,212,252
4625,GM0356,2017JJ00,207,264
4626,GM0567,1996JJ00,108,36
4627,GM0567,2000JJ00,106,31
4628,GM0567,2003JJ00,105,34
4629,GM0567,2006JJ00,101,32
4630,GM0567,2008JJ00,105,37
4631,GM0567,2010JJ00,,
4632,GM0567,2012JJ00,,
4633,GM0567,2015JJ00,,
4634,GM0567,2017JJ00,,
4635,GM0817,1996JJ00,154,3
4636,GM0817,2000JJ00,,
4637,GM0817,2003JJ00,,
4638,GM0817,2006JJ00,,
4639,GM0817,2008JJ00,,
4640,GM0817,2010JJ00,,
4641,GM0817,2012JJ00,,
4642,GM0817,2015JJ00,,
4643,GM0817,2017JJ00,,
4644,GM0569,1996JJ00,43,7
4645,GM0569,2000JJ00,45,7
4646,GM0569,2003JJ00,47,9
4647,GM0569,2006JJ00,50,7
4648,GM0569,2008JJ00,190,12
4649,GM0569,2010JJ00,187,13
4650,GM0569,2012JJ00,179,12
4651,GM0569,2015JJ00,168,15
4652,GM0569,2017JJ00,162,16
4653,GM0571,1996JJ00,32,0
4654,GM0571,2000JJ00,32,0
4655,GM0571,2003JJ00,34,3
4656,GM0571,2006JJ00,33,3
4657,GM0571,2008JJ00,33,2
4658,GM0571,2010JJ00,28,3
4659,GM0571,2012JJ00,27,3
4660,GM0571,2015JJ00,,
4661,GM0571,2017JJ00,,
4662,GM0170,1996JJ00,168,14
4663,GM0170,2000JJ00,168,14
4664,GM0170,2003JJ00,,
4665,GM0170,2006JJ00,,
4666,GM0170,2008JJ00,,
4667,GM0170,2010JJ00,,
4668,GM0170,2012JJ00,,
4669,GM0170,2015JJ00,,
4670,GM0170,2017JJ00,,
4671,GM0818,1996JJ00,55,1
4672,GM0818,2000JJ00,,
4673,GM0818,2003JJ00,,
4674,GM0818,2006JJ00,,
4675,GM0818,2008JJ00,,
4676,GM0818,2010JJ00,,
4677,GM0818,2012JJ00,,
4678,GM0818,2015JJ00,,
4679,GM0818,2017JJ00,,
4680,GM0104,1996JJ00,236,13
4681,GM0104,2000JJ00,236,13
4682,GM0104,2003JJ00,236,8
4683,GM0104,2006JJ00,242,11
4684,GM0104,2008JJ00,239,11
4685,GM0104,2010JJ00,239,10
4686,GM0104,2012JJ00,,
4687,GM0104,2015JJ00,,
4688,GM0104,2017JJ00,,
4689,GM0121,1996JJ00,71,0
4690,GM0121,2000JJ00,,
4691,GM0121,2003JJ00,,
4692,GM0121,2006JJ00,,
4693,GM0121,2008JJ00,,
4694,GM0121,2010JJ00,,
4695,GM0121,2012JJ00,,
4696,GM0121,2015JJ00,,
4697,GM0121,2017JJ00,,
4698,GM0267,1996JJ00,164,6
4699,GM0267,2000JJ00,171,5
4700,GM0267,2003JJ00,172,9
4701,GM0267,2006JJ00,183,11
4702,GM0267,2008JJ00,177,11
4703,GM0267,2010JJ00,192,11
4704,GM0267,2012JJ00,186,39
4705,GM0267,2015JJ00,195,54
4706,GM0267,2017JJ00,198,59
4707,GM0268,1996JJ00,283,377
4708,GM0268,2000JJ00,335,379
4709,GM0268,2003JJ00,332,346
4710,GM0268,2006JJ00,332,362
4711,GM0268,2008JJ00,333,361
4712,GM0268,2010JJ00,338,369
4713,GM0268,2012JJ00,332,384
4714,GM0268,2015JJ00,334,386
4715,GM0268,2017JJ00,336,420
4716,GM1930,1996JJ00,,
4717,GM1930,2000JJ00,,
4718,GM1930,2003JJ00,,
4719,GM1930,2006JJ00,,
4720,GM1930,2008JJ00,,
4721,GM1930,2010JJ00,,
4722,GM1930,2012JJ00,,
4723,GM1930,2015JJ00,294,250
4724,GM1930,2017JJ00,288,263
4725,GM1695,1996JJ00,415,0
4726,GM1695,2000JJ00,419,0
4727,GM1695,2003JJ00,412,2
4728,GM1695,2006JJ00,407,2
4729,GM1695,2008JJ00,399,1
4730,GM1695,2010JJ00,401,2
4731,GM1695,2012JJ00,384,2
4732,GM1695,2015JJ00,380,2
4733,GM1695,2017JJ00,372,1
4734,GM1699,1996JJ00,,
4735,GM1699,2000JJ00,340,8
4736,GM1699,2003JJ00,344,15
4737,GM1699,2006JJ00,339,23
4738,GM1699,2008JJ00,338,29
